regulator	target	category	evidence	source	regulator.association.disease	target.association.disease	is_regulator_in_disease	is_target_in_disease	target.reg	regulator.reg
FOS	CAPNS1	tf-gene	Experimental	PMID20584335	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	Prostatic Neoplasms	TRUE	FALSE	1	1
FOS	FOSL1	tf-gene	Experimental	Transfac	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome		TRUE	FALSE	1	1
FOSL1	PLAU	tf-gene	Experimental	Transfac		Alzheimer Disease, Myocardial Infarction, Asthenozoospermia, Brain Edema, Intracranial Hemorrhages, Reperfusion Injury, Thrombosis, Neoplasm Metastasis, Prostatic Neoplasms, Asthma, Adenocarcinoma, Pancreatic Neoplasms, Carcinoma, Transitional Cell, Idiopathic Pulmonary Fibrosis, Stomach Neoplasms, Liver Cirrhosis, Bone Neoplasms, Angina Pectoris, Angina, Unstable, Anuria, Arterial Occlusive Diseases, Brain Ischemia, Carotid Artery Diseases, Cerebral Hemorrhage, Cerebral Infarction, Cerebrovascular Disorders, Coronary Disease, Embolism, Cholesterol, Glomerulonephritis, IGA, Graft Occlusion, Vascular, Heart Rupture, Post-Infarction, Hematuria, Hemorrhage, Hypotension, Infarction, Middle Cerebral Artery, Intracranial Embolism and Thrombosis, Ischemia, Neoplasm Invasiveness, Neoplasm Recurrence, Local, Nephritis, Pulmonary Embolism, Purpura, Schoenlein-Henoch, Sagittal Sinus Thrombosis, Stroke, Thromboembolism, Venous Thrombosis, Ventricular Fibrillation	FALSE	FALSE	1	1
FOSL1	FOSL1	tf-gene	Experimental	Transfac			FALSE	FALSE	1	1
FOXA3	CYP3A4	tf-gene	Experimental	PMID20584335		Breast Neoplasms, Prostatic Neoplasms, Osteosarcoma, Hepatitis C, Torsades de Pointes	FALSE	FALSE	1	1
FOXM1	CYP3A4	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular, Breast Neoplasms, Carcinoma, Non-Small-Cell Lung, Lung Neoplasms, Leukemia, Liver Neoplasms, Experimental, Precancerous Conditions	Breast Neoplasms, Prostatic Neoplasms, Osteosarcoma, Hepatitis C, Torsades de Pointes	TRUE	FALSE	1	1
FOXM1	AMBP	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular, Breast Neoplasms, Carcinoma, Non-Small-Cell Lung, Lung Neoplasms, Leukemia, Liver Neoplasms, Experimental, Precancerous Conditions	Acute Kidney Injury, Carcinoma, Transitional Cell, Drug-Induced Liver Injury, Neoplasm Invasiveness	TRUE	FALSE	1	1
FOXM1	MIER1	tf-gene	Experimental	PMID20584335	Carcinoma, Hepatocellular, Breast Neoplasms, Carcinoma, Non-Small-Cell Lung, Lung Neoplasms, Leukemia, Liver Neoplasms, Experimental, Precancerous Conditions		TRUE	FALSE	1	1
FOXO1	PDK4	tf-gene	Experimental	Transfac	Rhabdomyosarcoma, Alveolar, Leukemia, Myeloid, Acute, Keratoconus	Diabetes Mellitus, Experimental, Myocardial Ischemia	FALSE	FALSE	1	1
FOXO1	G6PC	tf-gene	Experimental	Transfac	Rhabdomyosarcoma, Alveolar, Leukemia, Myeloid, Acute, Keratoconus	Glycogen Storage Disease Type I	FALSE	FALSE	1	1
FOXO1	IGFBP1	tf-gene	Experimental	Transfac	Rhabdomyosarcoma, Alveolar, Leukemia, Myeloid, Acute, Keratoconus	Endometriosis, Abortion, Spontaneous, Colonic Neoplasms, Drug Toxicity, Liver Cirrhosis, Biliary, Liver Cirrhosis, Experimental, Precancerous Conditions	FALSE	FALSE	1	1
GATA4	COL1A2	tf-gene	Experimental	Transfac	Atrial septal defect 2, Tetralogy of Fallot, Alcoholism, Colorectal Neoplasms, Myocardial Infarction, VENTRICULAR SEPTAL DEFECT 1, ATRIOVENTRICULAR SEPTAL DEFECT 4, Cardiomegaly, Hernia, Diaphragmatic	Osteogenesis imperfecta, type 3, Osteogenesis imperfecta, type 4, Osteogenesis imperfecta, type 2A, Osteoporosis, Oral Submucous Fibrosis, osteogenesis imperfecta tarda, Osteoarthritis, Abortion, Spontaneous, Ehlers-Danlos syndrome, cardiac valvular form, Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant, Fibrosis, Heart Valve Diseases	FALSE	FALSE	1	1
GATA4	CYP17A1	tf-gene	Experimental	PMID20584335	Atrial septal defect 2, Tetralogy of Fallot, Alcoholism, Colorectal Neoplasms, Myocardial Infarction, VENTRICULAR SEPTAL DEFECT 1, ATRIOVENTRICULAR SEPTAL DEFECT 4, Cardiomegaly, Hernia, Diaphragmatic	Adrenal hyperplasia, congenital, type 5, Breast Neoplasms, Prostatic Neoplasms, Adrenal Hyperplasia, Congenital, Carcinoma, Hepatocellular, Amenorrhea, Hypogonadism, Infertility, Male, Hyperkalemia, Hypertension, Malignant, Hypopituitarism, Infertility, Female, Liver Cirrhosis, Experimental, Non-alcoholic Fatty Liver Disease, Oligomenorrhea, Ovarian Cysts, Sexual Dysfunctions, Psychological	FALSE	TRUE	1	1
GATA6	CYB5A	tf-gene	Experimental	Transfac	Tetralogy of Fallot, ATRIOVENTRICULAR SEPTAL DEFECT 5, ATRIAL SEPTAL DEFECT 9, Pancreatic Hypoplasia, Congenital, with Diabetes Mellitus and Congenital Heart Disease, Conotruncal cardiac defects, Hernia, Diaphragmatic, Lung Neoplasms	Endometriosis, Methemoglobinemia Type IV	FALSE	FALSE	1	1
GTF2I	FOS	tf-gene	Experimental	Transfac	Williams Syndrome, Child Development Disorders, Pervasive, Leukemia, Myeloid, Acute	Hypertension, Reperfusion Injury, Carcinoma, Hepatocellular, Breast Neoplasms, Endometriosis, Seizures, Amphetamine-Related Disorders, Amyotrophic lateral sclerosis 1, Anxiety Disorders, Brain Injuries, Cocaine-Related Disorders, Epilepsy, Fibrous Dysplasia of Bone, Hemorrhage, Hyperkinesis, Infarction, Middle Cerebral Artery, Lung Neoplasms, Nervous System Diseases, Neurotoxicity Syndromes, Status Epilepticus, Substance Withdrawal Syndrome	FALSE	TRUE	1	1
GTF2IRD1	HOXC8	tf-gene	Experimental	Transfac	Williams Syndrome, Craniofacial Abnormalities		FALSE	FALSE	1	1
HIVEP1	MYC	tf-gene	Experimental	PMID20584335		Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	FALSE	TRUE	1	1
HLTF	SERPINE1	tf-gene	Experimental	Transfac	Kidney Neoplasms	Diabetic Nephropathies, Pre-Eclampsia, Thrombosis, Atherosclerosis, Kidney Failure, Chronic, Stomach Neoplasms, Fatty Liver, Prostatic Neoplasms, Liver Neoplasms, Autistic Disorder, Behcet Syndrome, Glomerulosclerosis, Focal Segmental, Nephrotic Syndrome, Cholestasis, Diabetes Mellitus, Experimental, Nervous System Diseases, Plasminogen Activator Inhibitor-1 Deficiency	FALSE	FALSE	1	1
HMGA1	hsa-mir-29a	tf-mirna	Experimental	Transmir	Diabetes Mellitus, Type 2, Leiomyosarcoma, Hyperglycemia, Insulin Resistance, Metabolic Syndrome X, Uterine Neoplasms	Acquired Immunodeficiency Syndrome, Heart Failure, Leukemia, Lymphocytic, Chronic, B-Cell, Lung Neoplasms, Lung Neoplasms, Neoplasms, Schizophrenia, Lymphoma, B-Cell, Alzheimer Disease, Precursor Cell Lymphoblastic Leukemia-Lymphoma, Acquired Immunodeficiency Syndrome, Breast Neoplasms, Ovarian Neoplasms, Rhabdomyosarcoma, Neoplasms, Alzheimer Disease, Endomyocardial Fibrosis, Breast Neoplasms, Mesothelioma, Colorectal Neoplasms, Myocardium, Irritable Bowel Syndrome, Leukemia, Lymphocytic, Chronic, B-Cell, Leukemia, Lymphocytic, Chronic, B-Cell, Leukemia, Myeloid, Acute, Breast Neoplasms, Scleroderma, Systemic, Scleroderma, Localized, Liver Neoplasms, Inflammation, Parkinson Disease, Aortic Aneurysm, Thoracic, Carcinoma, Hepatocellular, Hepatitis C, Carcinoma, Hepatocellular, Leukemia, Myeloid, Acute, Fibrosis, Leukemia, Myeloid, Acute, Leukemia, Myeloid, Acute, Retinoblastoma, Liver Cirrhosis, Breast Neoplasms, Myocardial Infarction, Glioblastoma, Alzheimer Disease, Tuberculosis, Pulmonary, Stomach Neoplasms, Aortic Aneurysm, Thoracic, Colorectal Neoplasms, Carcinoma, Hepatocellular, Influenza, Human, HIV, Kidney Diseases, Alzheimer Disease, Biliary Atresia, Diabetic Nephropathies, Rhabdomyosarcoma, Breast Neoplasms, Lung Neoplasms, Crohn Disease, Breast Neoplasms, Colonic Neoplasms, Muscular Dystrophy, Duchenne, Liver Diseases, Mouth Neoplasms, Leukemia, Myeloid, Acute, Breast Neoplasms, Multiple Sclerosis, Prostatic Neoplasms, Lymphoma, B-Cell, Osteosarcoma, Leukemia, Myeloid, Chronic-Phase, Melanoma, Hepatitis B, Neoplasms, Heart Failure, Colorectal Neoplasms, Lung Neoplasms, Lung Neoplasms	FALSE	TRUE	0	1
HMGA1	IGFBP1	tf-gene	Experimental	Transfac	Diabetes Mellitus, Type 2, Leiomyosarcoma, Hyperglycemia, Insulin Resistance, Metabolic Syndrome X, Uterine Neoplasms	Endometriosis, Abortion, Spontaneous, Colonic Neoplasms, Drug Toxicity, Liver Cirrhosis, Biliary, Liver Cirrhosis, Experimental, Precancerous Conditions	FALSE	FALSE	1	1
HOXA10	CYBB	tf-gene	Experimental	PMID20584335	Endometrial Neoplasms, Adenocarcinoma, Female Urogenital Diseases	Granulomatous Disease, Chronic, X-Linked, Hypertension, Diabetes Mellitus, Experimental, Kidney Failure, Chronic, Reperfusion Injury, Granulomatous Disease, Chronic, Atypical Mycobacteriosis, Familial, X-Linked 2, Brain Infarction, Heart Failure, Kidney Diseases, Myocardial Reperfusion Injury, Proteinuria	FALSE	FALSE	1	1
HOXD10	HOXD9	tf-gene	Experimental	Transfac	Vertical talus, congenital, Charcot-Marie-Tooth Disease, Arthritis, Rheumatoid, Carcinoma, squamous cell of head and neck, Lower Extremity Deformities, Congenital, Mouth Neoplasms		FALSE	FALSE	1	1
HOXD9	HOXD9	tf-gene	Experimental	Transfac			FALSE	FALSE	1	1
HSF1	HSPA4	tf-gene	Experimental	PMID20584335	Neoplasms	Muscular Dystrophy, Facioscapulohumeral	FALSE	FALSE	1	1
IL1B	HTATIP2	tf-gene	Experimental	PMID20584335	Alzheimer Disease, Inflammation, Pneumonia, Pulmonary Fibrosis, Myocardial Infarction, Seizures, Stomach Neoplasms, Brain Injuries, Arthritis, Experimental, Diabetes Mellitus, Experimental, Drug-Induced Liver Injury, Fever, Hyperalgesia, Mucositis, Pleurisy, Arthritis, Rheumatoid, Multiple Sclerosis, Schizophrenia, Gastritis, Atrophic, Colitis, Ulcerative, Adenocarcinoma, Dermatomyositis, Stroke, Lung Neoplasms, Abortion, Spontaneous, Hypoglycemia, Stomach Ulcer, Dermatitis, Atopic, Anthracosis, Hypersensitivity, Osteoporosis, Postmenopausal, Bronchopulmonary Dysplasia, Muscular Diseases, Glioblastoma, Peptic Ulcer, Skin Diseases, Glomerulonephritis, Heart Failure, Myocardial Ischemia, Polymyositis, Urticaria, Breast Neoplasms, Cardiomyopathies, Colonic Neoplasms, Hemolytic-Uremic Syndrome, Leishmaniasis, Visceral, Arsenic Poisoning, Brain Ischemia, Burns, Calcinosis, Cardiomegaly, Entamoebiasis, Heart Valve Diseases, HIV Wasting Syndrome, Hyperemia, Hypotension, Kearns-Sayre Syndrome, Learning Disorders, Leishmaniasis, Cutaneous, Lethargy, Leukocytosis, Liver Cirrhosis, Experimental, Lymphopenia, Manganese Poisoning, MELAS Syndrome, Memory Disorders, MERRF Syndrome, Mitochondrial Myopathies, Necrosis, Neutropenia, Ophthalmoplegia, Chronic Progressive External, Optic Atrophy, Hereditary, Leber, Radiation Injuries, Experimental, Reperfusion Injury, Sleep Disorders	Carcinoma, Hepatocellular	FALSE	TRUE	1	1
IRF1	IFITM1	tf-gene	Experimental	Transfac	Brain Injuries, STOMACH CARCINOMA, 5q- syndrome, Stomach Neoplasms, Lung Neoplasms, Myocardial Ischemia, Stroke		FALSE	FALSE	1	1
IRF1	COL1A2	tf-gene	Experimental	Transfac	Brain Injuries, STOMACH CARCINOMA, 5q- syndrome, Stomach Neoplasms, Lung Neoplasms, Myocardial Ischemia, Stroke	Osteogenesis imperfecta, type 3, Osteogenesis imperfecta, type 4, Osteogenesis imperfecta, type 2A, Osteoporosis, Oral Submucous Fibrosis, osteogenesis imperfecta tarda, Osteoarthritis, Abortion, Spontaneous, Ehlers-Danlos syndrome, cardiac valvular form, Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant, Fibrosis, Heart Valve Diseases	FALSE	FALSE	1	1
IRF1	TAP1	tf-gene	Experimental	PMID20584335	Brain Injuries, STOMACH CARCINOMA, 5q- syndrome, Stomach Neoplasms, Lung Neoplasms, Myocardial Ischemia, Stroke	Bare Lymphocyte Syndrome, Type I, Myocardial Ischemia	FALSE	FALSE	1	1
IRF1	CYBB	tf-gene	Experimental	Transfac	Brain Injuries, STOMACH CARCINOMA, 5q- syndrome, Stomach Neoplasms, Lung Neoplasms, Myocardial Ischemia, Stroke	Granulomatous Disease, Chronic, X-Linked, Hypertension, Diabetes Mellitus, Experimental, Kidney Failure, Chronic, Reperfusion Injury, Granulomatous Disease, Chronic, Atypical Mycobacteriosis, Familial, X-Linked 2, Brain Infarction, Heart Failure, Kidney Diseases, Myocardial Reperfusion Injury, Proteinuria	FALSE	FALSE	1	1
IRF8	CD68	tf-gene	Experimental	PMID20584335	Multiple Sclerosis, Arthritis, Rheumatoid	Ischemia, Abortion, Spontaneous, Amyotrophic lateral sclerosis 1, Diabetes Mellitus, Experimental	FALSE	FALSE	1	1
IRF8	CYBB	tf-gene	Experimental	Transfac	Multiple Sclerosis, Arthritis, Rheumatoid	Granulomatous Disease, Chronic, X-Linked, Hypertension, Diabetes Mellitus, Experimental, Kidney Failure, Chronic, Reperfusion Injury, Granulomatous Disease, Chronic, Atypical Mycobacteriosis, Familial, X-Linked 2, Brain Infarction, Heart Failure, Kidney Diseases, Myocardial Reperfusion Injury, Proteinuria	FALSE	FALSE	1	1
JUN	NOS2	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Asthma, Diabetes Mellitus, Type 2, Hypertension, Stroke, Sepsis, Colitis, Asbestosis, Diabetes Mellitus, Experimental, Endotoxemia, Liver Cirrhosis, Experimental, Myocardial Reperfusion Injury, Reperfusion Injury, Shock, Septic, Malaria, Pulmonary Disease, Chronic Obstructive, Autistic Disorder, Hypertension, Essential, Psoriasis, Breast Neoplasms, Liver Diseases, Inflammation, Silicosis, Stomach Ulcer, Heart Failure, Myocardial Infarction, Atherosclerosis, Kidney Diseases, Cholestasis, Duodenal Ulcer, Epidermal Necrolysis, Toxic, Hyperalgesia, Primary sclerosing cholangitis, Subarachnoid Hemorrhage, Urinary Tract Infections, Arthritis, Psoriatic, Brain Edema, Brain Ischemia, Bronchial Diseases, Burns, Cardiovascular Abnormalities, Cell Transformation, Neoplastic, Cholangiocarcinoma, Colonic Neoplasms, Enterocolitis, Necrotizing, Esophageal Neoplasms, Glomerulosclerosis, Focal Segmental, Hyperemia, Intestinal Diseases, Lung Neoplasms, Manganese Poisoning, Mitochondrial Diseases, Mycoplasma Infections, Myocardial Stunning, Necrosis, PLASMODIUM FALCIPARUM BLOOD INFECTION LEVEL, Pneumonia, Aspiration, Schistosomiasis mansoni, Seizures, Status Epilepticus, Stevens-Johnson Syndrome, Substance Withdrawal Syndrome	TRUE	FALSE	1	1
JUN	ALDOA	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Glycogen Storage Disease XII, Adenocarcinoma of lung, Breast Neoplasms, Myocardial Ischemia, Neoplasm Invasiveness, Neoplasm Metastasis	TRUE	FALSE	1	1
JUN	CAPNS1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Prostatic Neoplasms	TRUE	FALSE	1	1
JUN	DBH	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Dopamine beta hydroxylase deficiency, Paranoid Disorders, PARKINSON DISEASE, LATE-ONSET, Peripheral Nervous System Diseases	TRUE	FALSE	1	1
JUN	ACE	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Hypertension, Myocardial Infarction, Alzheimer Disease, Diabetic Nephropathies, Heart Failure, Stroke, Coronary Artery Disease, Cardiovascular Diseases, Lung Diseases, Diabetes Mellitus, Experimental, Coronary Disease, Hypertrophy, Left Ventricular, Kidney Diseases, Pre-Eclampsia, Kidney Failure, Chronic, Glomerulonephritis, IGA, Atrial Fibrillation, Glycogen Storage Disease Type V, Stomach Neoplasms, Coronary Restenosis, Hypertension, Pulmonary, Cough, Renal Insufficiency, Brain Ischemia, Carcinoma, Hepatocellular, Meningococcal Infections, Gaucher Disease, Infant, Premature, Diseases, Arrhythmias, Cardiac, Cerebral Hemorrhage, Lung Neoplasms, Prostatic Neoplasms, Severe Acute Respiratory Syndrome, Allanson Pantzar McLeod syndrome, Infertility, Male, Neoplasm Metastasis, Drug Hypersensitivity, Adenocarcinoma, Berylliosis, Death, Sudden, Genetic Predisposition to Disease, Hypotension, MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 1, MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3, Non-alcoholic Fatty Liver Disease, Pneumonia, Viral, Psychoses, Substance-Induced, Respiratory Tract Diseases, Vascular System Injuries	TRUE	TRUE	1	1
JUN	CCL4	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Arsenic Poisoning, Brain Ischemia, Glomerulonephritis, Hypersensitivity, Inflammation, Lung Injury, Myocardial Ischemia, Pneumonia, Pulmonary Fibrosis, Skin Diseases	TRUE	FALSE	1	1
JUN	ATF3	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Hypospadias, Prostatic Neoplasms, Carcinoma, Non-Small-Cell Lung, Diabetes Mellitus, Type 2, Influenza, Human, Liver Neoplasms, Diabetes Mellitus, Experimental, Infarction, Middle Cerebral Artery, Nervous System Diseases, Ovarian Neoplasms, Peripheral Nervous System Diseases	TRUE	FALSE	1	1
JUN	HBB	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	beta-Thalassemia, Anemia, Sickle Cell, Hemoglobinopathies, Malaria, Falciparum, alpha-Thalassemia, Polycythemia Vera, Beta Thalassemia, Dominant Inclusion Body Type, Chloracne, Cyanosis, Heinz Body Anemias, Methemoglobinemia, Polycythemia	TRUE	FALSE	1	1
JUN	GCLC	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Gamma-Glutamylcysteine Synthetase Deficiency, Hemolytic Anemia due to, Anemia, Hemolytic, Myocardial Infarction, Carcinoma, Non-Small-Cell Lung, Amino Acid Metabolism, Inborn Errors, Coronary Vessel Anomalies, Drug-Induced Liver Injury, Myocardial Ischemia	TRUE	FALSE	1	1
JUN	COL1A1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Osteogenesis imperfecta, type 3, Osteogenesis imperfecta, type 2A, Hyperostosis, Cortical, Congenital, Osteogenesis imperfecta, type 4, Ehlers-Danlos syndrome type 1, osteogenesis imperfecta tarda, Fibrosis, Osteogenesis Imperfecta, Osteoporosis, Oral Submucous Fibrosis, Liver Cirrhosis, Abortion, Spontaneous, Aneurysm, Dissecting, Aortic Valve Insufficiency, Calcinosis, Ehlers-Danlos Syndrome, Type VII, Autosomal Dominant, Heart Valve Diseases, Hypertension, Hypertrophy, Left Ventricular, Keloid, Nephrogenic Fibrosing Dermopathy, Nephrotic Syndrome	TRUE	FALSE	1	1
JUN	NAT1	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Urinary Bladder Neoplasms, Prostatic Neoplasms, Neoplasms, Chromosome Aberrations, Dermatitis, Occupational, Drug Toxicity, Peripheral Nervous System Diseases	TRUE	FALSE	1	1
JUN	A4GALT	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Burkitt Lymphoma	TRUE	FALSE	1	1
JUN	MIER1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus		TRUE	FALSE	1	1
JUN	BDKRB1	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Diabetes Mellitus, Experimental, Hyperalgesia, Pain, Inflammation, Epilepsy, Temporal Lobe, Splenomegaly, Vascular System Injuries	TRUE	FALSE	1	1
JUN	MSH2	tf-gene	Experimental	Transfac	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Colorectal cancer, hereditary nonpolyposis, type 1, Colorectal Neoplasms, Hereditary Nonpolyposis, Colorectal Neoplasms, Muir-Torre Syndrome, Turcot syndrome, Neurofibromatosis 1, Ovarian Neoplasms, Cafe au lait spots, multiple, Glioma, Lynch syndrome I (site-specific colonic cancer)	TRUE	FALSE	1	1
JUN	MYC	tf-gene	Experimental	PMID20584335	Breast Neoplasms, Carcinoma, Hepatocellular, Osteosarcoma, Stomach Neoplasms, Colonic Neoplasms, Lung Neoplasms, Liver Neoplasms, Brain Injuries, Brain Ischemia, Cell Transformation, Neoplastic, Hemangiosarcoma, Intestinal Polyps, Peripheral Nervous System Diseases, Reperfusion Injury, Status Epilepticus	Burkitt Lymphoma, Carcinoma, Hepatocellular, Colonic Neoplasms, Neoplasms, Prostatic Neoplasms, Medulloblastoma, Liver Neoplasms, Neuroblastoma, Glioblastoma, Ovarian Neoplasms, Hemangiosarcoma, Neuroectodermal Tumors, Lung Neoplasms, Myelodysplastic Syndromes, Stomach Neoplasms, Cardiomyopathy, Hypertrophic, Cell Transformation, Neoplastic, Hypertrophy, Left Ventricular, Liver Neoplasms, Experimental	TRUE	TRUE	1	1
