id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
FAM198B	407.4378104255	488.5537384158	326.3218824352	0.6679344702	-0.5822215253	0.0332899082	0.1231160858
FAM199X	349.5431459876	421.9959488532	277.090343122	0.6566184909	-0.6068727169	0.0330683338	0.1225306083
FAM19A1	1.453288283	1.1132738826	1.7933026834	1.6108369301	0.687810453	0.5793049319	0.7734995007
FAM19A2	7.9379680855	8.0516374351	7.8242987358	0.971764911	-0.041320755	0.969213561	1
FAM19A3	0.1831940692	0.1876051123	0.1787830262	0.9529752358	-0.0694893704	1	1
FAM19A4	10.3443158152	19.8819994312	0.8066321992	0.0405709799	-4.623408042	0.0155575946	0.0702867957
FAM19A5	180.6248298976	277.0812529188	84.1684068765	0.3037679597	-1.718958387	0.0204149987	0.0863904227
FAM200A	104.9325431625	125.1482161735	84.7168701515	0.6769323027	-0.5629165321	0.25155077	0.4807613295
FAM200B	381.4188772845	368.7513635186	394.0863910505	1.0687049054	0.0958635459	0.7036244524	0.8560023083
FAM20A	2062.3505847702	2014.9927534335	2109.7084161069	1.0470054607	0.0662689667	0.7092740119	0.8590056943
FAM20B	1436.4582825363	1845.9881916242	1026.9283734484	0.5563027857	-0.8460577648	2.96671209383563e-05	0.0004304066
FAM20C	2867.4793992127	2600.6756779299	3134.2831204956	1.2051803103	0.2692490081	0.1517951805	0.3512088228
FAM21A	289.7991680705	341.0188004968	238.5795356442	0.6996081603	-0.5153809778	0.0970449027	0.2598238423
FAM21B	554.433590289	714.0361455311	394.8310350468	0.55295665	-0.8547617125	0.0006014264	0.0054369797
FAM21C	1119.6209589459	1323.5245331606	915.7173847312	0.6918779077	-0.53141062	0.0127999771	0.0603921941
FAM22A	44.0137082876	48.1746854819	39.8527310933	0.8272546192	-0.2735966527	0.7104827	0.85977063
FAM22D	57.3514570951	61.8409660139	52.8619481762	0.8548046964	-0.2263332606	0.7116704198	0.8604663532
FAM22F	2.5315370339	2.0114777345	3.0515963334	1.5170917784	0.6013083659	0.6318037511	0.8098305944
FAM22G	0.960015061	0.9010597777	1.0189703443	1.1308576518	0.1774173396	0.913318964	0.9812794818
FAM23A	5.8032598595	7.633990727	3.9725289919	0.5203738299	-0.9423796856	0.3607683931	0.5944667549
FAM24A	0	0	0	NA	NA	NA	NA
FAM24B	8.1454721687	12.9410693127	3.3498750247	0.2588561226	-1.9497776529	0.0550432289	0.1777693388
FAM25A	0.0989273454	0	0.1978546909	Inf	Inf	0.086766244	0.2417273609
FAM25B	0.0194592677	0.0200234051	0.0188951302	0.9436522	-0.0836728685	1	1
FAM26D	0.0504980179	0.0389432173	0.0620528185	1.5934178722	0.6721246617	0.9786755329	1
FAM26E	36.8038590683	38.332173276	35.2755448606	0.9202594543	-0.1198874287	0.8669498615	0.9563539877
FAM26F	133.7828642259	92.9484772718	174.61725118	1.8786456358	0.9096929605	0.0374775655	0.1338494354
FAM27A	5.9086752224	8.0007807834	3.8165696614	0.4770246511	-1.067864273	0.3363093157	0.5716225386
FAM27B	1.0407489627	2.0047039895	0.0767939359	0.0383068704	-4.7062530248	0.2293996291	0.4549253284
FAM27C	10.3679830353	15.3426373882	5.3933286824	0.3515255263	-1.5082986395	0.1246661869	0.3090406639
FAM27L	0	0	0	NA	NA	NA	NA
FAM32A	2041.6132826998	1959.2072565186	2124.019308881	1.0841218058	0.1165268589	0.5486897382	0.7547065443
FAM35A	954.7599591229	874.3893373616	1035.1305808841	1.1838325751	0.2434650606	0.2349593933	0.4610639788
FAM35B2	166.8673493373	127.8589482217	205.8757504529	1.6101786642	0.6872207776	0.0793185489	0.2274957653
FAM35B	525.5096570893	419.5124875418	631.5068266368	1.5053349909	0.590084574	0.0135409507	0.063158468
FAM36A	1144.233314549	1242.6890080806	1045.7776210173	0.8415441146	-0.2488891938	0.228891297	0.4543412303
FAM38A	1733.7323725558	2005.6327049685	1461.832040143	0.7288632842	-0.4562798671	0.0242632136	0.0978612914
FAM38B	389.067968753	585.5074376877	192.6284998184	0.3289941125	-1.6038663284	2.47157875777454e-06	4.89964558654833e-05
FAM3A	1590.9650042072	1752.8943950544	1429.03561336	0.8152434153	-0.2946972114	0.1424963333	0.3372273929
FAM3B	202.0418185893	338.6994175645	65.3842196142	0.1930449721	-2.3729911154	0.0002616809	0.0027418847
FAM3C	1083.159300181	976.3937466234	1189.9248537385	1.2186936447	0.2853355068	0.1607180566	0.3648367698
FAM3D	18.7123207163	30.0103600024	7.4142814301	0.2470573972	-2.0170818426	0.4396408238	0.6656995915
FAM40A	434.3134333484	498.769725903	369.8571407938	0.7415388737	-0.4314057698	0.1030872065	0.2708713899
FAM40B	33.7587206818	60.9561410994	6.5613002642	0.1076396922	-3.2157179246	0.0001249099	0.0014837824
FAM41AY1	0	0	0	NA	NA	NA	NA
FAM41C	7.374961986	8.5747350703	6.1751889018	0.7201608972	-0.4736088276	0.6361878198	0.813473671
FAM43A	269.8204083415	334.0435385022	205.5972781809	0.6154804823	-0.7002149873	0.1153774244	0.2931046635
FAM43B	20.7019497816	23.8078332929	17.5960662702	0.7390872598	-0.4361833897	0.6011337169	0.7885910207
FAM45A	536.0332787189	582.0550553043	490.0115021336	0.8418645241	-0.2483400066	0.3178280641	0.5525757581
FAM45B	200.8889134084	214.1470865364	187.6307402804	0.876176946	-0.1907058399	0.5913271447	0.7824570703
FAM46A	1266.2384720084	668.0039879598	1864.472956057	2.7911105168	1.4808392505	7.96021940090261e-10	3.5199435926183e-08
FAM46B	15.6390608475	17.2446942491	14.0334274459	0.8137823288	-0.2972851421	0.7284744624	0.8715363413
FAM46C	526.5442593093	388.2868920223	664.8016265964	1.7121402763	0.7758009071	0.0019885069	0.0141229932
FAM46D	0.0650084925	0.109225645	0.0207913401	0.1903521843	-2.3932569698	0.4591289787	0.6828234708
FAM47A	0.01014345	0	0.0202868999	Inf	Inf	0.9808513078	1
FAM47B	0.0102627068	0	0.0205254135	Inf	Inf	0.981079924	1
FAM47C	0.2397993343	0.322473029	0.1571256395	0.4872520348	-1.0372598847	0.5945087112	0.784645044
FAM47E	64.6570081013	69.209239134	60.1047770685	0.8684501928	-0.2034849848	0.7441610001	0.8820853634
FAM48A	314.9484535918	330.8378758394	299.0590313441	0.9039443582	-0.1456941238	0.6211035321	0.8017016468
FAM48B1	0.028879088	0	0.0577581759	Inf	Inf	0.3670057643	0.6002506032
FAM48B2	0.0682993993	0.0187721192	0.1178266794	6.2766850148	2.6500028114	0.3744709445	0.6072938058
FAM49A	65.6048676717	59.1144889422	72.0952464013	1.2195867323	0.2863923607	0.6267571146	0.8061600581
FAM49B	635.1221860529	796.0709659046	474.1734062012	0.5956421306	-0.7474822936	0.0014105656	0.0107770553
FAM50A	1765.294142109	2429.5643312794	1101.0239529385	0.453177526	-1.1418517781	1.80019195562908e-06	3.70916146772596e-05
FAM50B	436.1280962439	434.5244896976	437.7317027903	1.007380972	0.0106093859	0.9472191329	0.9984031557
FAM53A	41.8267602389	57.9708673207	25.6826531571	0.4430268917	-1.174533822	0.0777110603	0.2242747452
FAM53B	372.5531200586	502.690101186	242.4161389313	0.4822377412	-1.0521835303	0.0002632814	0.0027518804
FAM53C	617.6770917363	693.5225470682	541.8316364045	0.7812747238	-0.3560981548	0.1202050007	0.3012591166
FAM54A	16.7049707421	29.961058359	3.4488831253	0.1151121928	-3.118887442	0.0006011644	0.0054369797
FAM54B	1391.5583260586	1174.3123273882	1608.8043247289	1.3699969652	0.4541726974	0.0234690685	0.0955135362
FAM55A	1.1380645461	2.1233156552	0.1528134371	0.0719692509	-3.7964755484	0.2925315723	0.5266489706
FAM55B	0.0731402955	0.1265794968	0.0197010941	0.1556420639	-2.6836960788	0.4344365997	0.6605168495
FAM55C	134.3537281919	112.4216162942	156.2858400896	1.3901760644	0.4752676104	0.3289249527	0.5644708917
FAM55D	4.6030188612	8.7465814313	0.4594562911	0.0525298135	-4.2507197282	0.2468189739	0.4749505404
FAM57A	89.7045729069	103.6654932454	75.7436525684	0.7306544367	-0.4527388507	0.3577648508	0.5917326755
FAM57B	2.2301851315	4.3814518	0.078918463	0.0180119437	-5.7949023199	0.0001534095	0.0017633442
FAM58A	337.2635384644	395.8148644558	278.7122124731	0.7041479174	-0.5060495733	0.0932096862	0.2530566588
FAM58B	0.1365812045	0.2130157372	0.0601466718	0.2823578791	-1.8244032052	0.4208296995	0.6487805158
FAM59A	197.1911320069	117.8047126765	276.5775513374	2.3477630483	1.2312868095	0.0015142477	0.0114027797
FAM5B	4.5063670868	1.4910351718	7.5216990018	5.0446154081	2.3347442852	0.0366189265	0.1316901127
FAM5C	2.8879768728	5.7759537457	0	0	-Inf	8.92818737724452e-05	0.0011042218
FAM60A	323.3424156232	342.5756241085	304.1092071378	0.8877140863	-0.1718330047	0.508148606	0.7241958941
FAM63A	626.1410186306	722.9646273979	529.3174098633	0.7321484203	-0.4497919553	0.064667605	0.1981882082
FAM63B	78.0566585621	81.4847892816	74.6285278426	0.915858389	-0.1268035503	0.7944274504	0.9121381361
FAM64A	14.5001429604	25.7046596516	3.2956262692	0.1282112393	-2.9634053575	0.0013506165	0.0104384435
FAM65A	937.712179459	930.1113933195	945.3129655985	1.016343819	0.0233885341	0.9415600615	0.9952049373
FAM65B	87.0933778429	59.8863419373	114.3004137485	1.9086224012	0.9325317105	0.0720688447	0.2139211715
FAM65C	155.3329586882	40.5834800231	270.0824373533	6.6549846686	2.7344353425	4.57400802658836e-10	2.13984027678656e-08
FAM66A	0.047034622	0.0555498359	0.038519408	0.6934207347	-0.5281971181	1	1
FAM66C	3.1028465568	3.6600133375	2.5456797761	0.6955383878	-0.5237979534	0.6437625223	0.8194802847
FAM66D	15.8614954583	12.9538954472	18.7690954695	1.4489151581	0.5349731197	0.5338657905	0.7437369637
FAM66E	0.0457817955	0.0718244971	0.019739094	0.2748239782	-1.8634202111	0.59881843	0.7878044812
FAM69A	650.1701178599	534.2141130829	766.1261226369	1.4341180884	0.5201638235	0.0238710851	0.0966015831
FAM69B	349.4024328197	453.9989452965	244.8059203429	0.5392213415	-0.8910504976	0.0021304157	0.0149825312
FAM69C	10.9230328038	15.6618154821	6.1842501255	0.3948616387	-1.3405808801	0.1473905279	0.3447091552
FAM70A	19.1425262873	23.4049286925	14.880123882	0.6357688194	-0.6534258322	0.4151110994	0.6441688786
FAM70B	50.0424457645	43.3202976657	56.7645938633	1.3103463485	0.3899481929	0.5252124305	0.7379263224
FAM71A	0.1079198889	0.1179649234	0.0978748544	0.8296945532	-0.2693477797	1	1
FAM71B	0	0	0	NA	NA	NA	NA
FAM71C	0.0095706032	0	0.0191412064	Inf	Inf	0.9803929058	1
FAM71D	16.2077568639	21.2383078146	11.1772059131	0.5262757283	-0.9261092352	0.2658487782	0.496668191
FAM71E1	52.3308053962	58.330593805	46.3310169875	0.7942833077	-0.3322744103	0.5930137804	0.7837250698
FAM71E2	0.0495301503	0	0.0990603007	Inf	Inf	0.2168326213	0.4405751909
FAM71F1	0.2127057068	0.2057007251	0.2197106885	1.0681084785	0.0950581764	1	1
FAM71F2	2.190010001	3.3979791476	0.9820408543	0.2890073222	-1.7908220501	0.1372732108	0.3283911475
FAM72A	8.6870921546	16.1509585598	1.2232257494	0.0757370372	-3.7228572049	0.0005008156	0.004697238
FAM72B	50.2957854461	86.719004907	13.8725659853	0.1599714619	-2.6441135368	7.15409070063287e-05	0.0009176187
FAM72D	25.5416834973	46.5328355147	4.5505314799	0.0977918373	-3.3541421415	5.09299171562149e-05	0.0006864375
FAM73A	366.6652172332	388.8925311305	344.437903336	0.8856891706	-0.1751276159	0.5006071597	0.7183640415
FAM73B	435.2078113744	455.536365596	414.8792571527	0.9107489291	-0.1348747012	0.6577728439	0.8286012644
FAM74A1	0.1110572552	0.0203483481	0.2017661622	9.9156040078	3.3097006567	0.199417511	0.4194211988
FAM74A3	0.0787436806	0.0193451857	0.1381421755	7.1409071716	2.836107364	0.3144495559	0.5494144338
FAM74A4	0.0101618141	0	0.0203236282	Inf	Inf	0.980886864	1
FAM75A2	0.1829443192	0.3658886384	0	0	-Inf	0.03288341	0.122156284
FAM75A3	0.0098061863	0.0196123726	0	0	-Inf	1	1
FAM75A5	0	0	0	NA	NA	NA	NA
FAM75A6	0	0	0	NA	NA	NA	NA
FAM75C1	0.3388522301	0.6373768375	0.0403276227	0.0632712397	-3.9823063265	0.0952336427	0.2564991228
FAM76A	140.9708920757	130.8536870414	151.0880971099	1.154633855	0.2074354323	0.6318334424	0.8098305944
FAM76B	238.6543074818	218.7669671407	258.5416478228	1.1818130095	0.2410017855	0.4963512994	0.7150299089
FAM78A	114.3233712438	110.9028621246	117.7438803631	1.0616847763	0.0863554806	0.831891665	0.9363139182
FAM78B	35.3152197563	54.5311917378	16.0992477747	0.295230074	-1.7600884037	0.0145768277	0.0666644626
FAM7A2	0.1828331858	0.2835514033	0.0821149683	0.289594646	-1.7878931645	0.4051514563	0.6348855921
FAM7A3	0.9541040041	1.6045994876	0.3036085207	0.1892114033	-2.4019290563	0.093675599	0.2539270821
FAM81A	15.7370716813	27.2806527669	4.1934905957	0.1537166516	-2.7016546395	0.0027842271	0.018473762
FAM81B	0.1432816616	0.2270877286	0.0594755946	0.2619058059	-1.9328800531	0.3802440302	0.6125067628
FAM82A1	412.4563579981	272.6647810972	552.2479348989	2.0253731805	1.018187753	0.0001405533	0.0016478427
FAM82A2	1553.0499292773	1339.6285628646	1766.4712956899	1.3186276739	0.3990372644	0.042115384	0.1453217099
FAM82B	1244.9595502893	1305.1178596321	1184.8012409465	0.9078116832	-0.1395350395	0.5482540703	0.7543751658
FAM83A	9.5003480348	14.26015562	4.7405404496	0.3324325888	-1.5888662765	0.1029396444	0.2705937885
FAM83B	5.0885071779	5.9529886928	4.2240256629	0.7095638646	-0.4949955543	0.7128675072	0.8612380208
FAM83C	2.1187345114	2.7676808851	1.4697881378	0.5310540481	-0.9130693959	0.4746356119	0.6974766715
FAM83D	239.1204225661	414.6492285396	63.5916165926	0.153362438	-2.7049829183	1.42833439749304e-13	1.28073984308542e-11
FAM83E	4.0547164209	2.2802590962	5.8291737455	2.5563646496	1.3540936425	0.2456122317	0.4737475526
FAM83F	61.9535854639	16.35444144	107.5527294878	6.5763621388	2.7172897457	9.14130381477907e-06	0.000155034
FAM83G	255.8370238152	289.0836115272	222.5904361033	0.7699863542	-0.3770952165	0.2450454865	0.4729959122
FAM83H	1897.4801924527	2744.8409030312	1050.1194818743	0.3825793621	-1.3861690438	3.75841025380746e-10	1.77543633648153e-08
FAM84A	72.4965531353	79.1083802829	65.8847259878	0.8328412964	-0.2638864886	0.6266725756	0.8061600581
FAM84B	741.3008221128	821.744905815	660.8567384105	0.8042115427	-0.3143530519	0.157514402	0.3599626477
FAM86A	427.9532333531	548.0427271066	307.8637395996	0.561751346	-0.8319964188	0.0021333113	0.0149974492
FAM86B1	28.0251135883	24.0939308556	31.9562963209	1.326321409	0.4074304278	0.5904208891	0.7816317007
FAM86B2	1.7332400062	1.8396906285	1.626789384	0.884273344	-0.1774356946	0.9088391385	0.9788493107
FAM86C	114.8956291787	135.2491906368	94.5420677206	0.6990213197	-0.5165916374	0.2692964078	0.5007551062
FAM86D	70.0015320335	81.0802390547	58.9228250123	0.7267223888	-0.4605237414	0.4310655358	0.6583768865
FAM89A	231.1569576671	215.5521072099	246.7618081242	1.1447895886	0.1950824564	0.599256346	0.787857127
FAM89B	733.7612093427	767.5800744589	699.9423442266	0.9118818577	-0.1330811722	0.5602980197	0.7627544859
FAM8A1	3521.5339904612	3289.1545609281	3753.9134199944	1.1413004012	0.1906785728	0.3096266409	0.5446829877
FAM90A1	3.7013920333	5.147306481	2.2554775856	0.4381859899	-1.1903847371	0.2918838651	0.5260494125
FAM90A7	0	0	0	NA	NA	NA	NA
FAM91A1	1386.0766458395	1486.9111186666	1285.2421730125	0.8643705443	-0.2102781854	0.3000611369	0.5349396262
FAM92A1	145.2471094698	128.9356602034	161.5585587363	1.2530168805	0.3254058506	0.4264513334	0.654485921
FAM92A3	0	0	0	NA	NA	NA	NA
FAM92B	0.4647766833	0.4602882007	0.469265166	1.019502923	0.0278659117	1	1
FAM95B1	14.9272640589	11.1229591138	18.731569004	1.6840454786	0.7519310997	0.3830862591	0.6150720937
FAM96A	2532.5732233851	2206.4740678779	2858.6723788922	1.2955839457	0.3736024961	0.0533552381	0.1736488409
FAM96B	1506.5980409798	1531.9008756644	1481.2952062953	0.9669654413	-0.0484637652	0.889620153	0.9680144537
FAM98A	886.1063124761	931.9239010392	840.2887239131	0.9016709658	-0.1493270279	0.4883575712	0.7086847207
FAM98B	142.5290942439	142.4108234221	142.6473650658	1.0016609808	0.0023943009	0.9914102402	1
FAM98C	313.6137852071	347.8733338169	279.3542365973	0.8030343503	-0.3164663937	0.3158013325	0.5507383985
FAM99A	555.4646370806	215.2724967325	895.6567774286	4.1605722562	2.0567819741	9.2399829929183e-11	4.863043223012e-09
FAM99B	53.6443225617	22.7226088251	84.5660362983	3.7216693272	1.8959498767	0.0024898877	0.0169987729
FAM9A	0.5543400309	0.7892465952	0.3194334665	0.4047321438	-1.3049606624	0.4059483998	0.6355002108
FAM9B	19.9913390811	14.5205267862	25.462151376	1.7535280745	0.8102605287	0.3173244643	0.5521958871
FAM9C	0.1732489475	0.3285308599	0.0179670352	0.0546890334	-4.1926046271	0.2046004284	0.4263260997
FANCA	228.4964850726	311.2184650947	145.7745050505	0.4683992802	-1.0941892359	0.0022878537	0.0158504336
FANCB	4.6584385386	7.7906582728	1.5262188045	0.195903703	-2.351783427	0.0319850831	0.1199162001
FANCC	608.0893517807	348.4754833857	867.7032201757	2.4899978952	1.3161445228	4.93446429742767e-08	1.52182650497737e-06
FANCD2	101.2058668009	173.7598438925	28.6518897092	0.1648936202	-2.6003925133	4.88401426372087e-07	1.17800234445512e-05
FANCE	56.554926814	86.7242397859	26.385613842	0.3042472774	-1.7166837419	0.0056000613	0.0320041274
FANCF	275.8853387508	316.3504336753	235.4202438263	0.7441755053	-0.4262851903	0.1774512327	0.3895359259
FANCG	148.2138959925	211.8039462434	84.6238457416	0.3995385697	-1.3235933135	0.0018729661	0.0134603364
FANCI	200.8052141489	338.1551047509	63.455323547	0.1876515323	-2.4138720244	7.21047218153832e-10	3.2553012869938e-08
FANCL	219.6556138956	212.6593974752	226.6518303161	1.0657973878	0.0919332022	0.78629517	0.9069978808
FANCM	53.2338789853	67.1202527659	39.3475052047	0.586224032	-0.770475983	0.2136015146	0.436949106
FANK1	3.2773321995	4.7738171991	1.7808471999	0.3730446989	-1.4225795875	0.2198033815	0.4442399972
FAP	42.9529921742	75.2258061235	10.6801782249	0.1419749256	-2.8162919395	7.80765818141747e-05	0.0009857805
FAR1	154.648153457	144.9729395402	164.3233673738	1.1334761363	0.1807540175	0.661308807	0.8310349688
FAR2	33.7469403764	40.7199380751	26.7739426776	0.657514327	-0.6049057644	0.380677217	0.6127228218
FARP1	2624.0647681699	2541.3312209896	2706.7983153502	1.0651104008	0.0910029764	0.6908430342	0.8484797023
FARP2	351.7544729104	228.8944268009	474.6145190198	2.0735084102	1.0520738989	0.0002596714	0.0027244398
FARS2	330.20998648	355.5417541553	304.8782188048	0.8575032756	-0.2217859126	0.4703805502	0.6929517706
FARSA	1288.3687208476	1388.5734502285	1188.1639914667	0.8556724106	-0.2248695203	0.2743093455	0.5066294999
FARSB	742.5359940967	879.2421757745	605.8298124189	0.6890363419	-0.5373480178	0.0170931791	0.0755156691
FASLG	15.3794059883	12.9580993724	17.8007126042	1.3737132347	0.4580808702	0.5982133415	0.7876296534
FASN	16171.8583668112	22143.0246266003	10200.6921070221	0.4606729333	-1.1181852595	0.0004337199	0.0041851209
FASTKD1	344.9919593032	391.6287206511	298.3551979552	0.7618317611	-0.3924556591	0.1842444342	0.3987916283
FASTKD2	922.8578487385	879.6685331324	966.0471643445	1.0981945221	0.1351336201	0.5263113257	0.7386129814
FASTKD3	193.9534037071	211.7428341937	176.1639732205	0.8319713576	-0.2653942336	0.4887792236	0.7090611941
FASTKD5	491.2299356188	482.4062943736	500.053576864	1.0365817832	0.0518339453	0.8486428965	0.9454441645
FASTK	2082.462179811	2619.8707914502	1545.0535681719	0.5897441863	-0.7618388034	0.0001619148	0.0018392764
FAS	479.5450181795	414.3318810064	544.7581553526	1.3147869626	0.3948290559	0.0957320411	0.2575907436
FAT1	3242.949344816	4529.9252565143	1955.9734331176	0.4317893392	-1.211600471	3.44609486406982e-06	6.56928792591577e-05
FAT2	3.945136242	5.8445867344	2.0456857495	0.350013755	-1.5145164759	0.2480760364	0.4763295998
FAT3	13.6525284817	18.2774195091	9.0276374542	0.4939229769	-1.0176420116	0.3205756583	0.555893938
FAT4	280.9684370982	186.0926319574	375.844242239	2.0196621343	1.0141139673	0.001512512	0.0113985727
FATE1	6.3034837424	12.4016822382	0.2052852466	0.0165530162	-5.9167620716	4.07708952329779e-06	7.62211099297603e-05
FAU	9159.6239093455	9215.7676576949	9103.4801609962	0.9878157197	-0.0176861676	1	1
FBF1	45.2593848684	66.4735697543	24.0451999825	0.3617257215	-1.4670319063	0.0264411999	0.1046624076
FBLIM1	469.2876462491	669.6942511308	268.8810413675	0.4014982074	-1.3165345483	0.0002562636	0.0026959882
FBLL1	41.1149142423	63.7464977333	18.4833307513	0.2899505292	-1.7861213236	0.0424611235	0.1463322136
FBLN1	642.1421827316	819.7381578749	464.5462075884	0.566700724	-0.8193410492	0.0164898621	0.0734492479
FBLN2	755.6105332505	1042.1693766216	469.0516898793	0.4500724166	-1.1517709452	0.2961130138	0.5307344856
FBLN5	1036.5712043082	737.7787630678	1335.3636455487	1.8099784277	0.8559725026	0.0001775236	0.0019885929
FBLN7	292.4804756537	396.3823061517	188.5786451557	0.4757494021	-1.0717262515	0.0007428543	0.0064800204
FBL	2099.984944824	2500.5502606996	1699.4196289484	0.6796182647	-0.5572034695	0.0056864767	0.0323833226
FBN1	625.0299596495	747.2458355483	502.8140837507	0.6728897771	-0.5715578917	0.0184120163	0.0798307438
FBN2	7.3507845197	5.7344516662	8.9671173732	1.5637270824	0.6449887408	0.5109810092	0.7266818552
FBN3	30.1537475371	57.1132111457	3.1942839285	0.055928985	-4.1602600417	3.84508874412615e-05	0.0005388689
FBP1	18385.7577172107	7112.8332867311	29658.6821476903	4.1697423449	2.05995824	1.33721204334718e-19	2.91001380399418e-17
FBP2	1.2714029388	2.2783041984	0.2645016793	0.1160958574	-3.1066116013	0.2723869351	0.5041657262
FBRSL1	542.1163995068	569.0400473036	515.19275171	0.9053716942	-0.1434178924	0.5511156586	0.7568608152
FBRS	961.7067804873	1038.4590576366	884.954503338	0.8521804464	-0.2307691461	0.2730165811	0.5047041275
FBXL12	316.2663216308	311.6203168577	320.9123264038	1.0298183688	0.0423899088	0.9088520835	0.9788493107
FBXL13	1.2340686782	1.4480961519	1.0200412045	0.7044015711	-0.5055299678	0.7053232689	0.8569283405
FBXL14	413.5746136617	378.683138151	448.4660891724	1.1842779464	0.2440077168	0.3961692053	0.6270331918
FBXL15	415.9935066692	443.9781953388	388.0088179996	0.8739366529	-0.1943993848	0.5496352874	0.7557666179
FBXL16	65.4801133796	114.5213495306	16.4388772287	0.1435442151	-2.8004329046	0.0001844999	0.0020536749
FBXL17	599.1428885836	586.7812736861	611.5045034812	1.042133638	0.0595402935	0.7995604661	0.9148630654
FBXL18	259.2793918989	433.1265069167	85.4322768812	0.1972455519	-2.3419353289	1.82291252194341e-11	1.06665165332326e-09
FBXL19	152.5471802685	200.7985346437	104.2958258933	0.5194053138	-0.9450673213	0.0231548225	0.094632328
FBXL20	116.4625066788	113.362087878	119.5629254796	1.0546993948	0.0768318677	0.8751241161	0.9600593582
FBXL21	7.6080906243	7.4569291425	7.7592521061	1.0405425555	0.0573359688	0.965737334	1
FBXL22	7.2861859554	9.8927766315	4.6795952793	0.4730315313	-1.0799917409	0.2773706582	0.5098334354
FBXL2	13.7404910599	19.823777569	7.6572045507	0.3862636434	-1.3723422027	0.123053374	0.3062577419
FBXL3	848.3116463188	600.2991135989	1096.3241790388	1.8262965149	0.8689210182	0.0001033273	0.0012618181
FBXL4	358.6998705394	310.2862855011	407.1134555777	1.3120575243	0.3918309732	0.1735765486	0.3840336523
FBXL5	2291.0783942215	2165.1142123904	2417.0425760526	1.1163580019	0.1587997554	0.4262151939	0.6543746234
FBXL6	571.1605344419	742.197756091	400.1233127928	0.5391060664	-0.891358951	0.0003294436	0.0033198038
FBXL7	123.1598308878	150.0338699109	96.2857918647	0.64176037	-0.6398933919	0.1531226119	0.3533617905
FBXL8	80.9218606019	94.6421504494	67.2015707545	0.7100596345	-0.4939879002	0.388842152	0.6204371892
FBXO10	245.4735997786	263.2768760067	227.6703235506	0.8647562483	-0.2096345621	0.5550057672	0.7593483634
FBXO11	964.6382641558	929.5169410997	999.7595872119	1.0755689789	0.1051000513	0.6545133992	0.8265920394
FBXO15	11.1195308338	6.4363434633	15.8027182043	2.455232275	1.2958595159	0.165346391	0.3716408149
FBXO16	31.0156010722	38.0037222084	24.0274799359	0.6322401738	-0.6614553849	0.4112338085	0.6407188804
FBXO17	892.3267415286	783.0517036533	1001.6017794039	1.2791004409	0.3551295558	0.1153936501	0.293107438
FBXO18	1301.1031822873	1333.2124663591	1268.9938982155	0.9518317074	-0.0712215805	0.7112976402	0.8602448861
FBXO21	854.4657693701	638.8189886524	1070.1125500878	1.6751420498	0.7442834393	0.0009047391	0.0075955726
FBXO22OS	117.1476647625	125.1450425434	109.1502869816	0.8721902583	-0.1972852182	0.682481508	0.8428687238
FBXO22	636.3548320658	652.1339796228	620.5756845088	0.951607651	-0.0715612236	0.7600213138	0.8923431624
FBXO24	18.6186902537	19.1791980189	18.0581824885	0.9415504481	-0.0868896987	0.9321219799	0.9903066394
FBXO25	930.1234310402	863.5161066461	996.7307554344	1.154270022	0.2069807577	0.2839543744	0.5174172852
FBXO27	210.6831741212	232.2585322191	189.1078160233	0.8142125683	-0.2965226036	0.4072593378	0.6368449028
FBXO28	915.8729138187	785.2071774532	1046.5386501843	1.3328184971	0.414480328	0.0612592225	0.1912905331
FBXO2	1071.6770302364	1390.7552220735	752.5988383994	0.541143996	-0.8859155549	0.1210854625	0.3028562417
FBXO30	234.0476373534	226.7216181925	241.3736565143	1.0646256781	0.0903462687	0.8388109217	0.9393866262
FBXO31	1532.0606370776	1657.7761968082	1406.3450773469	0.84833229	-0.2372986187	0.3256057428	0.5608252589
FBXO32	143.8809959095	244.4086405171	43.3533513019	0.1773806	-2.4950798632	0.0014928804	0.0112637741
FBXO33	306.2495808878	259.7246697548	352.7744920208	1.3582633192	0.4417631942	0.1493704012	0.3476334932
FBXO34	389.188626262	329.4811159479	448.8961365762	1.3624335807	0.4461858995	0.1155792481	0.2933610904
FBXO36	51.0402730816	53.8966222061	48.1839239571	0.8940063771	-0.1616429724	0.7971735695	0.9132649766
FBXO38	779.8529519224	783.9945045674	775.7113992774	0.9894347406	-0.0153235392	0.9521666159	1
FBXO39	5.6305523039	7.0080132755	4.2530913322	0.6068897368	-0.7204936717	0.5105827981	0.7263990419
FBXO3	753.4762028141	673.1852988613	833.767106767	1.2385402774	0.3086407858	0.1680636908	0.3760463914
FBXO40	9.1153475835	16.293250428	1.937444739	0.1189108795	-3.0720473769	0.3239033136	0.5593722138
FBXO41	34.7093915984	42.5533303036	26.8654528932	0.6313360835	-0.6635198854	0.3473896571	0.5824814197
FBXO42	375.3673788401	362.7249995316	388.0097581487	1.0697077914	0.0972167542	0.7372796076	0.8776968873
FBXO43	14.5128971661	27.3500705181	1.6757238141	0.0612694513	-4.0286882581	3.94448758912387e-05	0.0005516017
FBXO44	514.4823081902	618.6347659182	410.3298504622	0.663282882	-0.5923038015	0.0212204836	0.0887302088
