id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
CDC42BPA	1999.3694494913	1796.9778471445	2201.761051838	1.22525776	0.2930852839	0.2209099747	0.404412191
CDC42BPB	3449.8443997286	3328.6258451054	3571.0629543517	1.0728339923	0.1014268543	0.711648435	0.8471943294
CDC42BPG	519.5133518031	482.8444315508	556.1822720554	1.1518871001	0.2039993208	0.3387595706	0.537622407
CDC42EP1	1464.9375261625	1355.557992311	1574.317060014	1.16137935	0.2158392874	0.3149827599	0.5116986376
CDC42EP2	413.262972152	222.6652444114	603.8606998926	2.7119665734	1.4393393965	1.66354015159683e-07	2.59332844994411e-06
CDC42EP3	791.2565508017	608.1753814979	974.3377201056	1.6020670184	0.6799345005	0.0038534722	0.0183810622
CDC42EP4	2461.0585644071	2101.2459911577	2820.8711376565	1.3424754405	0.4248956956	0.0645436867	0.168494359
CDC42EP5	85.9392333112	65.8058408398	106.0726257826	1.6119029015	0.6887648408	0.1320635202	0.2818998324
CDC42SE1	3215.0866094193	3983.9357642206	2446.237454618	0.6140253256	-0.7036299339	0.0037728298	0.0180624803
CDC42SE2	1460.80664408	1411.7812817923	1509.8320063676	1.0694517811	0.0968714365	0.6439515649	0.8015377262
CDC42	6245.7360948733	7024.153311233	5467.3188785135	0.7783598444	-0.3614908115	0.1498193502	0.3094979436
CDC45	108.4156501902	195.8035088315	21.0277915488	0.1073923122	-3.2190373749	6.85191986868675e-12	2.15785824270381e-10
CDC5L	1256.8628640506	1345.1535434182	1168.572184683	0.8687277303	-0.2030240049	0.3764048112	0.5773606974
CDC6	309.2699124111	540.815310501	77.7245143211	0.1437172965	-2.7986943932	1.95791839714872e-17	1.09091196846261e-15
CDC73	1308.7128431479	1496.4286103159	1120.9970759799	0.7491149716	-0.4167409392	0.0665252874	0.1724595765
CDC7	182.2715330524	292.458558996	72.0845071089	0.24647768	-2.020471087	2.63415200823801e-08	4.74365661373027e-07
CDCA2	124.8612175924	225.8370667314	23.8853684534	0.1057637207	-3.2410832587	2.3685518866896e-13	8.7070994827046e-12
CDCA3	132.1970523344	234.5750972827	29.8190073861	0.127119237	-2.9757457244	2.97684716601837e-12	9.73548495415073e-11
CDCA4	303.5004043967	415.9192468392	191.0815619541	0.4594198595	-1.1221148729	0.0001602882	0.0012444447
CDCA5	320.6481856946	571.2989352999	69.9974360893	0.1225233092	-3.0288718571	9.64750586067536e-23	9.67570626242195e-21
CDCA7L	608.4550363061	558.8304692215	658.0796033907	1.1776015082	0.2358514242	0.2726953966	0.4657325886
CDCA7	137.9135006075	191.0712265889	84.7557746262	0.4435820931	-1.1727269681	0.0034338124	0.0167135564
CDCA8	279.6751722682	499.4607224375	59.8896220988	0.1199085722	-3.0599932949	3.09456633849983e-21	2.52168474508505e-19
CDCP1	1006.424606864	1367.1987906426	645.6504230854	0.4722432667	-1.0823978683	5.9035355729615e-06	6.63537041381655e-05
CDCP2	0.6196186427	0.1771047793	1.0621325061	5.9971984391	2.5842887104	0.0385575999	0.1140803301
CDH10	2.2588467314	2.191678971	2.3260144917	1.0612934296	0.0858235921	0.9139333055	0.9709269192
CDH11	2137.7933277873	3363.322679635	912.2639759395	0.2712389095	-1.8823639455	3.26624119925084e-15	1.52453172156918e-13
CDH12	19.1938202614	5.1125066387	33.275133884	6.5085751933	2.7023417544	0.0003512306	0.0024479745
CDH13	637.8517711738	368.4711013794	907.2324409682	2.4621535789	1.2999207539	1.98033963895246e-07	3.04477219488941e-06
CDH15	7.6177389072	4.2699347083	10.9655431061	2.56808215	1.3606913534	0.6234780283	0.7855533952
CDH16	0.5904557209	1.032703135	0.1482083069	0.1435149191	-2.8007273749	0.0987158729	0.2292049525
CDH17	3.7234407128	2.2118005022	5.2350809233	2.3668865787	1.2429905737	0.176847127	0.3474582342
CDH18	6.5298975633	12.5004180859	0.5593770406	0.0447486665	-4.4820114974	0.0201895451	0.0690744727
CDH19	69.1446307607	120.0039853011	18.2852762203	0.1523722414	-2.7143279926	0.1810628831	0.3530919372
CDH1	10052.1482246367	12640.9312519069	7463.3651973665	0.5904126087	-0.7602045632	0.0080603858	0.0335540581
CDH20	17.3179645197	1.9680290713	32.6678999682	16.5992974622	4.0530502781	1.49946786155486e-06	1.93055253248376e-05
CDH22	8.7904388231	4.0038925152	13.5769851309	3.3909464551	1.7616880036	0.0343608705	0.1040079776
CDH23	270.8133205296	108.0474642677	433.5791767915	4.0128584204	2.0046302566	3.01345283523173e-10	7.3944914803798e-09
CDH24	116.0039433464	139.5045242408	92.5033624519	0.6630850358	-0.5927341976	0.1514902144	0.311740606
CDH26	15.726780707	18.1680999365	13.2854614775	0.7312521135	-0.4515592055	0.5653927073	0.7411366549
CDH2	107.3729050959	173.3372577101	41.4085524818	0.2388900865	-2.0655811093	0.0091193007	0.0370166382
CDH3	1719.776034488	1561.8359515761	1877.7161173999	1.2022492602	0.2657360385	0.1798048407	0.3512296115
CDH4	8.1417171876	1.7310559407	14.5523784344	8.4066482728	3.0715307132	0.0005097654	0.0033771957
CDH5	2010.4541859607	1090.7734243801	2930.1349475412	2.6862911051	1.4256156536	3.28903275170311e-09	6.93142387123467e-08
CDH6	101.7900527821	90.1601289734	113.4199765907	1.2579837438	0.3311132793	0.4924324518	0.6829174202
CDH7	6.328469876	11.5534634124	1.1034763396	0.095510437	-3.3881977958	0.0003172544	0.0022431469
CDH8	15.4140020037	7.6387451224	23.1892588849	3.0357419332	1.6020491532	0.0329300076	0.1006898308
CDH9	0.004404331	0.008808662	0	0	-Inf	0.9850317997	1
CDHR1	12.0686694476	10.7947981088	13.3425407863	1.2360157783	0.30569716	0.6830573346	0.8278212985
CDHR2	0.7405895468	0.949396175	0.5317829186	0.5601275132	-0.8361728003	0.4672506936	0.660965115
CDHR3	81.321865412	104.9611214035	57.6826094204	0.5495616724	-0.8636467037	0.0689027001	0.1770294796
CDHR4	5.5141104066	10.3655671823	0.662653631	0.0639283523	-3.9674002788	0.0029250227	0.0147396723
CDHR5	0.7789121845	0.9665426483	0.5912817206	0.6117492297	-0.7089877153	0.5646226661	0.7407973622
CDIPT	2017.4693134217	2089.8274509632	1945.1111758802	0.9307520461	-0.1035312124	0.6332141671	0.7930180242
CDK10	461.5949816934	392.2942742983	530.8956890884	1.3533098081	0.4364921479	0.0844709109	0.2050133538
CDK11A	373.9044456924	385.0923588673	362.7165325175	0.9418949095	-0.0863619925	0.7619952975	0.8797592085
CDK11B	721.8506266159	737.9161867583	705.7850664734	0.9564569515	-0.0642280581	0.7680900735	0.8839500131
CDK12	1733.5872436909	2114.1946187329	1352.9798686489	0.6399504836	-0.6439678145	0.0058801595	0.0261538045
CDK13	1197.2533361538	1276.1470807704	1118.3595915372	0.8763563451	-0.1904104753	0.4164274278	0.6153434988
CDK14	737.8412350037	723.5252668349	752.1572031726	1.0395728216	0.0559908219	0.8215645972	0.9175594876
CDK15	7.3655221197	6.9715825964	7.7594616429	1.1130129401	0.1544703658	0.8987290041	0.9626556637
CDK16	2022.0281979511	2427.313170179	1616.7432257233	0.6660628903	-0.5862696906	0.0088637276	0.0362046617
CDK17	879.6616938109	929.7361673675	829.5872202544	0.8922824016	-0.1644277089	0.4859747882	0.6768897467
CDK18	347.9597680645	387.833956643	308.085579486	0.7943749489	-0.3321079676	0.2648307176	0.45737322
CDK19	842.5544835667	924.6227679888	760.4861991447	0.8224826659	-0.281942821	0.248516054	0.4383322932
CDK1	568.6908688379	1028.938818138	108.4429195377	0.1053929715	-3.2461494359	1.96703559455285e-33	6.74900265310003e-31
CDK20	158.9542814981	174.1531104988	143.7554524975	0.8254544067	-0.2767395637	0.473416331	0.6662782948
CDK2AP1	2698.4619016869	3167.2166917558	2229.7071116179	0.7039957567	-0.5063613617	0.0327789786	0.1003660908
CDK2AP2	785.1573889254	1004.3279412769	565.9868365739	0.5635478346	-0.8273900215	0.000445511	0.0030002954
CDK2	698.7529577873	874.3642821728	523.1416334017	0.598310846	-0.7410328789	0.0023411841	0.0122620612
CDK3	93.1800896592	68.621535565	117.7386437533	1.71576813	0.7788545993	0.085248664	0.2064142778
CDK4	2066.744616234	2424.8510985938	1708.6381338741	0.7046363114	-0.505049273	0.0310816962	0.0963640984
CDK5R1	101.9304894689	148.4585322182	55.4024467196	0.373184659	-1.4220384143	0.001653217	0.0091127298
CDK5R2	4.7870582679	9.3190491188	0.2550674169	0.0273705411	-5.1912322336	0.002941838	0.0148015246
CDK5RAP1	488.5070815744	548.3680829379	428.6460802109	0.781675837	-0.3553576527	0.1640692145	0.329848326
CDK5RAP2	1595.07345452	1590.877272193	1599.2696368469	1.0052753061	0.0075906541	0.9615880798	0.9972492742
CDK5RAP3	1772.6088999996	1858.2403338828	1686.9774661163	0.907835997	-0.1394964006	0.5881229936	0.7594533764
CDK5	248.536475841	348.1034914792	148.9694602027	0.427945895	-1.2244996861	0.0001091772	0.0008907709
CDK6	881.2878623806	754.4575987308	1008.1181260304	1.3362157499	0.418152969	0.06183826	0.1634947751
CDK7	465.2862159486	562.5449899086	368.0274419885	0.6542186822	-0.6121551365	0.0185016845	0.0644828628
CDK8	179.583470328	201.4998042512	157.6671364049	0.7824679383	-0.3538964562	0.3058162296	0.5018331936
CDK9	1022.9680022896	1024.0901200547	1021.8458845244	0.9978085566	-0.0031650538	0.9800030355	1
CDKAL1	333.2048270447	346.5857353562	319.8239187332	0.9227844256	-0.1159344399	0.670922542	0.819507152
CDKL1	25.5999754903	21.4518253762	29.7481256043	1.3867409921	0.4716983541	0.5145212828	0.7022940844
CDKL2	30.7939513277	19.2150979867	42.3728046687	2.2051828566	1.1408982909	0.0732069898	0.1846889964
CDKL3	34.978792905	33.4698827123	36.4877030976	1.0901652513	0.1245468406	0.8581236979	0.9395105837
CDKL4	0.1908472295	0.1710544962	0.2106399629	1.231420206	0.3003231466	0.8699048662	0.9454202037
CDKL5	77.8954676127	75.3916589108	80.3992763147	1.0664213718	0.0927775983	0.8396501187	0.9274610332
CDKN1A	2507.5385978051	2189.6568275026	2825.4203681076	1.2903484841	0.3677607466	0.1222958465	0.2672633668
CDKN1B	1826.352286029	1874.0884237418	1778.6161483163	0.9490566858	-0.075433835	0.7147575455	0.8491382163
CDKN1C	649.2232923476	226.2446423196	1072.2019423756	4.7391263341	2.2446211204	1.15738007753756e-18	7.20856120267581e-17
CDKN2AIPNL	348.3606687754	384.9790549936	311.7422825572	0.8097642677	-0.3044261119	0.2519094017	0.4425215278
CDKN2AIP	530.3134196114	478.0987282	582.5281110229	1.2184263974	0.2850191035	0.2436126715	0.4327522021
CDKN2A	131.2345888612	210.0565389866	52.4126387359	0.2495168158	-2.0027910481	8.75436005419364e-07	1.18895152486017e-05
CDKN2BAS	6.0045847739	10.062327569	1.9468419788	0.1934782947	-2.3697563677	0.0087119236	0.0356889588
CDKN2B	796.6600330973	566.253926206	1027.0661399887	1.8137907615	0.8590080364	0.0006323201	0.0040465592
CDKN2C	669.0823414054	343.2414887777	994.9231940332	2.8986099483	1.5353612101	4.85552284795729e-09	9.88131741285127e-08
CDKN2D	163.4385949491	222.9726572267	103.9045326716	0.4659967458	-1.1016082147	0.0021602536	0.0114804563
CDKN3	103.6167659423	184.6885197749	22.5450121096	0.1220704575	-3.0342140013	1.21709454708053e-10	3.19929006145885e-09
CDNF	47.453927266	25.5842083999	69.3236461322	2.7096263855	1.4380939405	0.0153250719	0.055533154
CDO1	608.05972074	92.457987827	1123.6614536531	12.153211205	3.6032656579	1.16134078771423e-32	3.84954945514021e-30
CDON	857.747357731	698.6498751742	1016.8448402878	1.4554426708	0.5414580135	0.0266162802	0.0856392212
CDR1	83.3858494558	44.6490798136	122.1226190979	2.735165419	1.4516280879	0.0151424859	0.0550244512
CDR2L	576.0548369901	683.9813957353	468.128278245	0.6844166832	-0.5470531678	0.0259294319	0.0841383608
CDR2	772.4297121496	967.8635346777	576.9958896214	0.5961541777	-0.7462426055	0.0016140327	0.0089304859
CDRT15P	4.5450058295	5.1455733805	3.9444382785	0.7665692406	-0.3835119853	0.67452246	0.8219191303
CDRT15	0.0193628781	0.0194612228	0.0192645334	0.9898932669	-0.0146551167	1	1
CDRT1	1.8800755799	1.8772517789	1.8828993809	1.0030084414	0.0043337478	0.9931835122	1
CDRT4	254.2602015746	212.8647169583	295.6556861909	1.3889370226	0.4739811859	0.1174022252	0.2595856775
CDS1	985.9547312988	1322.5134966302	649.3959659675	0.4910316361	-1.0261121178	2.08274624136977e-05	0.0002079238
CDS2	982.9629354243	1060.1414042139	905.7844666348	0.8543996707	-0.2270170039	0.3054184926	0.5015066317
CDSN	195.4955013227	328.4390009552	62.5520016901	0.1904524174	-2.3924974951	0.0006164388	0.0039630812
CDT1	161.4185527346	264.4557972392	58.38130823	0.2207601756	-2.1794481568	1.25464339791173e-08	2.39853968064122e-07
CDV3	4900.2940648318	4937.0958020831	4863.4923275805	0.9850917468	-0.0216699983	0.8758703064	0.9486290957
CDX1	5.5530442699	7.3715474247	3.7345411151	0.5066156263	-0.9810365181	0.2812073462	0.4756038693
CDX2	0.5613339657	0.7886280416	0.3340398898	0.4235709005	-1.2393246158	0.3261096619	0.5244409718
CDX4	0	0	0	NA	NA	NA	NA
CDY1B	0	0	0	NA	NA	NA	NA
CDY1	0	0	0	NA	NA	NA	NA
CDY2B	0	0	0	NA	NA	NA	NA
CDYL2	116.0403717247	153.224493212	78.8562502375	0.5146452018	-0.9583499188	0.0227812836	0.0760166463
CDYL	706.4284229253	777.1734439246	635.6834019259	0.8179427731	-0.2899281855	0.2303497435	0.4160555363
CEACAM16	0.1607252172	0.1709341129	0.1505163216	0.8805516877	-0.1835204032	0.884922728	0.9540666634
CEACAM18	0	0	0	NA	NA	NA	NA
CEACAM19	73.3430433508	89.8598548828	56.8262318188	0.632387309	-0.6611196794	0.2121893146	0.3936431821
CEACAM1	718.8572926878	708.397442713	729.3171426627	1.0295310213	0.0419873011	0.7750138649	0.888189051
CEACAM20	0.1834330261	0.0442810071	0.3225850451	7.2849527668	2.8649196184	0.0764199222	0.1906000819
CEACAM21	17.7443017069	18.5560313714	16.9325720423	0.9125104233	-0.1320870564	0.8390203724	0.9271985859
CEACAM22P	0.1614456759	0.0375573118	0.28533404	7.5972966819	2.925486161	0.0728064874	0.1841060866
CEACAM3	1.2966465524	0.5710312848	2.02226182	3.5414203634	1.8243281005	0.0998335923	0.2311407086
CEACAM4	1.9200640409	1.6150103222	2.2251177596	1.3777730885	0.4623383038	0.6682812179	0.818280477
CEACAM5	1053.6023866518	2040.3368605866	66.867912717	0.0327729769	-4.931349467	1.20847471594785e-07	1.92147479835708e-06
CEACAM6	2831.8477513155	5416.3470816468	247.3484209842	0.0456670182	-4.4527035955	6.42812027699716e-08	1.07173698429014e-06
CEACAM7	12.3914499662	19.8961945971	4.8867053353	0.2456100493	-2.0255585043	0.0136467438	0.050768379
CEACAM8	0.1388358924	0	0.2776717847	Inf	Inf	0.0055635591	0.0249268363
CEBPA	1793.3631978889	677.1718756163	2909.5545201615	4.296626344	2.1032043186	5.34168445263809e-14	2.14072382869351e-12
CEBPB	1206.5205322442	1080.6639414534	1332.3771230351	1.2329245679	0.3020845363	0.1962273787	0.3735999654
CEBPD	875.0741791684	591.3419755059	1158.8063828309	1.959621388	0.9705749429	4.84282616749404e-05	0.0004378694
CEBPE	0.6208029081	0.8359025252	0.405703291	0.4853476079	-1.0429097134	0.379567629	0.5797344632
CEBPG	1256.1768781368	1315.3659900658	1196.9877662079	0.9100035847	-0.1360558664	0.5145976054	0.7022940844
CEBPZ	1446.9024875677	1508.0698829289	1385.7350922065	0.9188798927	-0.1220517965	0.6223191238	0.7847625989
CECR1	1278.9159474383	1329.9556713689	1227.8762235077	0.9232459772	-0.1152130235	0.6092589083	0.775031739
CECR2	58.3967708027	70.0972848957	46.6962567098	0.666163558	-0.5860516604	0.2060034143	0.3857852075
CECR4	2.1638724966	1.3612862357	2.9664587574	2.1791587102	1.1237712731	0.2629144818	0.455467522
CECR5	533.9179836744	584.4675725015	483.3683948473	0.8270234613	-0.273999838	0.2778796935	0.4719089799
CECR6	38.0916232262	47.4815599267	28.7016865256	0.6044806988	-0.7262318202	0.2399473244	0.4284742351
CECR7	90.7543031201	59.2444961056	122.2641101345	2.0637209897	1.0452479349	0.0217995571	0.0736571595
CELA1	0.0574974146	0.0795926142	0.0354022151	0.4447927165	-1.1687949308	0.5799401898	0.7518654486
CELA2A	0	0	0	NA	NA	NA	NA
CELA2B	0	0	0	NA	NA	NA	NA
CELA3A	0	0	0	NA	NA	NA	NA
CELA3B	0.0046960076	0.0093920152	0	0	-Inf	0.9859211022	1
CELF1	2025.6445424041	2088.3761252235	1962.9129595848	0.939923099	-0.0893853691	0.6890747227	0.8322795288
CELF2	1429.9718962878	616.9840920606	2242.9597005149	3.6353606671	1.8620985022	1.34970969654209e-14	5.86583834117192e-13
CELF3	4.9156525251	9.6762379682	0.1550670819	0.0160255548	-5.9634818854	1.0841744904344e-05	0.0001158273
CELF4	18.2049289048	26.760608642	9.6492491675	0.3605765959	-1.4716223368	0.0494638229	0.138017404
CELF5	36.564506807	27.0704846184	46.0585289956	1.7014297913	0.7667476204	0.1872753021	0.3616969271
CELF6	47.2908500384	30.2299577799	64.3517422969	2.1287407268	1.0900002453	0.0605325508	0.1607597903
CELP	1.6952991723	1.2452606188	2.1453377258	1.7228021938	0.7847570658	0.6361152754	0.7950111446
CELSR1	3264.7888741065	4848.7546297981	1680.823118415	0.3466504797	-1.5284463379	5.39311029812749e-10	1.27691353632542e-08
CELSR2	2491.8160653078	3061.1539553708	1922.4781752448	0.6280240077	-0.6711083843	0.0054554189	0.0245155395
CELSR3	160.258409332	272.4240009109	48.0928177531	0.1765366399	-2.5019604511	9.80741918457233e-11	2.61669436552089e-09
CEL	78.1181784611	81.0440785695	75.1922783528	0.9277948455	-0.1081222638	0.96287986	0.9977767934
CEMP1	146.4356083639	156.572594459	136.2986222688	0.8705139155	-0.2000607347	0.6028332353	0.7707138381
CEND1	2.407483464	3.9726537157	0.8423132123	0.2120278465	-2.2376743424	0.0260077525	0.0843365305
CENPA	85.4099524026	156.3688456869	14.4510591183	0.0924164852	-3.4357059675	4.33953087595229e-11	1.20894879403132e-09
CENPBD1	304.5304831721	305.7063700959	303.3545962484	0.9923070826	-0.011141444	0.98798151	1
CENPB	1948.4960448946	2109.9175211946	1787.0745685945	0.8469878802	-0.2395867692	0.2800701181	0.4743534486
CENPC1	453.0660941618	389.3106322401	516.8215560834	1.327530032	0.4087444987	0.110341732	0.248268897
CENPE	264.8086533689	468.7194473813	60.8978593565	0.1299239016	-2.9442612327	2.41615715355576e-19	1.60178933735898e-17
CENPF	1509.8196429867	2749.5039442722	270.1353417012	0.0982487558	-3.3474170517	3.46484044322389e-40	2.82341185617207e-37
CENPH	146.1136254115	192.8962703437	99.3309804794	0.5149450547	-0.9575095919	0.0131257347	0.0493244866
CENPI	52.3880246743	93.0991555811	11.6768937676	0.1254242715	-2.9951115362	6.40896044496243e-07	9.01726902317483e-06
CENPJ	208.4593687653	208.0932936134	208.8254439173	1.0035183753	0.0050670339	0.9531050396	0.9927500671
CENPK	61.7497862212	100.9916601791	22.5079122633	0.2228690193	-2.1657320112	0.0001112524	0.0009047721
CENPL	171.4197404293	257.7342687582	85.1052121005	0.3302052634	-1.5985649782	1.08441908930174e-05	0.0001158273
CENPM	86.3050684741	149.4011603287	23.2089766195	0.1553466959	-2.6864365381	1.06396251567018e-07	1.70696594905346e-06
CENPN	263.2461438165	383.4809923092	143.0112953238	0.372929293	-1.4230259721	5.08122072538782e-06	5.8386271284612e-05
CENPO	115.7271519951	167.8493767191	63.6049272712	0.3789405032	-1.3999567439	0.0010652138	0.0062842794
CENPP	98.6236462056	141.8347709505	55.4125214608	0.3906836179	-1.355927333	0.0026054791	0.0134093037
CENPQ	132.0226238692	150.4854006335	113.5598471049	0.7546236819	-0.4061707187	0.3072222991	0.5032116
CENPT	388.5356463161	307.9002524909	469.1710401414	1.5237760812	0.6076509145	0.0225448625	0.0754465908
CENPV	128.8635131971	120.8695331579	136.8574932364	1.1322745249	0.1792237883	0.6483766125	0.8044360019
CENPW	138.0743506521	200.9015683096	75.2471329946	0.3745472652	-1.4167803067	0.0003875353	0.0026667935
CEP110	563.7050360333	519.7021221029	607.7079499637	1.1693389812	0.2256932152	0.3499134996	0.5498801375
CEP120	664.9546344755	572.2637258243	757.6455431267	1.3239447285	0.4048428944	0.0934366911	0.2203740192
CEP135	232.18465799	257.2346280688	207.1346879112	0.805236408	-0.3125156911	0.3432480005	0.5421119922
CEP152	108.3775527808	100.1951976037	116.5599079578	1.1633282906	0.218258282	0.6084159494	0.7746608544
CEP164	519.4322649352	481.2230734259	557.6414564444	1.1588003303	0.212632001	0.3797463149	0.5799119916
CEP170L	3.1220547216	3.4160898303	2.8280196129	0.827852824	-0.2725537873	0.7606068389	0.879044318
CEP170	1101.4852647206	1219.2793480642	983.691181377	0.8067808111	-0.3097513244	0.168251388	0.3356960207
CEP192	714.6911153908	689.8022502673	739.5799805142	1.0721623193	0.1005233382	0.6503220188	0.8057470117
CEP250	760.3667007917	932.3998261089	588.3335754746	0.6309885084	-0.664314364	0.0052617373	0.0238319225
CEP290	542.2147001055	540.9443032244	543.4850969865	1.00469696	0.0067604166	0.9587549265	0.9957512355
CEP350	1888.5642501641	2179.3643141233	1597.764186205	0.7331331324	-0.4478528884	0.0504628948	0.1401912986
CEP55	277.8471109378	512.4987787993	43.1954430763	0.0842839922	-3.5685975392	4.53652749387349e-27	7.45553514266251e-25
CEP57	891.7957495572	814.0738119085	969.5176872059	1.1909456772	0.2521076088	0.2683604057	0.4612289703
CEP63	695.9700612237	665.3491802577	726.5909421896	1.0920445441	0.1270317044	0.6237728882	0.7857224253
CEP68	1239.5429823874	767.9666739405	1711.1192908342	2.2281165953	1.1558247296	7.91261622492306e-07	1.08366271366121e-05
CEP70	421.4131693558	538.7580851266	304.0682535851	0.5643873604	-0.825242416	0.0019377438	0.0104570794
CEP72	64.9173882249	75.6608335716	54.1739428783	0.716010389	-0.4819475744	0.3798080889	0.5799119916
CEP76	163.735598267	184.8856869183	142.5855096157	0.7712090211	-0.3748061676	0.3044413587	0.5005921676
CEP78	292.8310084586	333.1980951797	252.4639217374	0.7576991747	-0.4003029184	0.1823878898	0.3551334091
CEP97	207.6637865373	257.6494602423	157.6781128323	0.6119869713	-0.7084271554	0.0343841221	0.1040622525
CEPT1	844.80797012	774.8110904224	914.8048498175	1.1806811507	0.2396194098	0.3296208688	0.5282670388
CER1	0.1586307746	0.0343497441	0.2829118051	8.2362128948	3.0419811221	0.0778971179	0.1932065865
CERCAM	1368.5006573027	1808.1783920877	928.8229225178	0.5136788088	-0.9610615367	2.692217627863e-05	0.0002601369
CERKL	66.6114049832	91.3093276819	41.9134822845	0.4590273891	-1.1233478565	0.0343343316	0.1039437343
CERK	906.8087505836	865.0661585499	948.5513426173	1.0965072824	0.1329153936	0.5798030567	0.7517934508
CES1	2137.842124098	273.5414327616	4002.1428154345	14.6308468704	3.8709413736	3.86293810329889e-28	7.40661573394278e-26
CES2	1098.7440154142	855.4024818229	1342.0855490055	1.5689521337	0.6498013386	0.0054831818	0.0246213062
CES3	84.0052913222	84.848402584	83.1621800603	0.9801266438	-0.0289599205	0.9886732979	1
CES4	30.2338057887	8.1235764165	52.3440351609	6.4434717515	2.6878382239	0.0001019377	0.0008394091
CES7	0.2950190996	0.4013507546	0.1886874447	0.4701310326	-1.0888651812	0.443821605	0.6399630707
CES8	73.4949042772	63.440726568	83.5490819863	1.3169628803	0.3972146825	0.4088332114	0.6077955998
CETN1	0.0354958331	0.0709916661	0	0	-Inf	0.3523687933	0.552325011
CETN2	1326.2435656991	1609.0860854062	1043.401045992	0.6484432719	-0.6249477269	0.0069680356	0.0299042949
CETN3	323.2936814817	339.7411967499	306.8461662135	0.9031762093	-0.1469206106	0.617102064	0.7810703666
CETN4P	2.9811163959	0.8866907453	5.0755420465	5.7241400947	2.5170589816	0.0129201003	0.0487796144
CETP	78.9927178163	20.9198627709	137.0655728617	6.551934607	2.7119209579	9.34371727660027e-06	0.0001006805
CFB	7514.0731741054	13097.7531507088	1930.393197502	0.1473835379	-2.7623527045	6.50279745185587e-21	5.08700839063781e-19
CFC1B	0.1885250197	0.3770500394	0	0	-Inf	0.0045896859	0.02129137
CFDP1	786.5085059214	767.1315327704	805.8854790725	1.0505179942	0.0711008739	0.7513595574	0.8725336301
CFD	3005.3423151281	538.8945283758	5471.7901018803	10.1537310434	3.3439380458	4.69774527254467e-22	4.2732001997747e-20
CFHR1	3.4004790717	3.4566194823	3.3443386611	0.967517159	-0.0476408471	0.9622611433	0.997558504
CFHR2	0.0440762107	0.0273633283	0.0607890931	2.2215533297	1.1515687745	0.6517386329	0.8068653823
CFHR3	3.1510675346	2.0512895298	4.2508455394	2.0722796454	1.0512187018	0.2756737324	0.4693437089
CFHR4	0.0223604467	0.036449993	0.0082709004	0.2269108927	-2.1398022284	0.5507986316	0.729659882
CFHR5	2.4765765306	1.0055355373	3.9476175239	3.9258856377	1.9730181472	0.2697560231	0.4629359902
CFH	2362.7005409866	1452.0325615761	3273.3685203971	2.2543354791	1.1727022263	1.3509635063715e-06	1.75670168178906e-05
CFI	597.467704985	387.1831417159	807.752268254	2.0862278886	1.0608967589	1.75475485202877e-05	0.0001780889
CFL1	13069.517196923	17070.2184322021	9068.815961644	0.5312653729	-0.9124954116	0.0015015015	0.0084284917
CFL2	974.0517416047	357.3772059498	1590.7262772595	4.45111286	2.1541660814	0.0004887899	0.0032547714
CFLAR	1135.771347474	836.7944456931	1434.7482492548	1.714576688	0.7778524333	0.0010614209	0.0062637926
CFLP1	2.4558959985	1.4140604366	3.4977315604	2.4735375305	1.3065757894	0.1728239669	0.34164746
CFP	54.0985685314	24.8838482387	83.3132888241	3.3480870011	1.7433370172	0.0027714003	0.0141109805
CFTR	23.1096823838	19.9152070321	26.3041577355	1.3208076468	0.4014203778	0.6105720074	0.7762436943
CG030	41.5212763098	30.0961111335	52.9464414861	1.7592452809	0.8149566431	0.169148666	0.3367647828
CGA	70.1537361181	139.3938000656	0.9136721705	0.0065546113	-7.2532740664	0.0001243847	0.0009973727
CGB1	0.0131674896	0.0263349792	0	0	-Inf	0.3731968632	0.5743771979
CGB2	0.0849946573	0.0085216454	0.1614676692	18.947945081	4.2439694904	0.058122568	0.1558835796
CGB5	0.3697842435	0.6868569609	0.0527115261	0.0767430908	-3.703819319	0.0966862083	0.2258321004
CGB7	5.028193626	1.0847111669	8.9716760851	8.2710276787	3.048066596	0.0012168962	0.0070410766
CGB8	0.0940984596	0.1541095855	0.0340873337	0.2211889257	-2.1766489392	0.2446083052	0.4339445414
CGB	0.4029901482	0.6242240637	0.1817562327	0.2911714611	-1.7800591366	0.1688534257	0.3364167122
CGGBP1	2498.7152184464	2473.073241525	2524.3571953678	1.0207369329	0.0296110988	0.9164229464	0.9720405447
CGNL1	1228.6278115754	942.6447961042	1514.6108270465	1.6067672927	0.6841609994	0.0021541376	0.0114550588
CGN	1371.6266060851	1777.3253310445	965.9278811257	0.5434727476	-0.8797204015	0.0002470992	0.0018045252
CGREF1	268.1176526533	356.3069367446	179.9283685619	0.5049813798	-0.9856979025	0.00168116	0.0092407099
CGRRF1	255.717451984	229.008680864	282.4262231041	1.2332555344	0.3024717616	0.3343468755	0.5331962018
CH25H	91.3282854137	58.9834486147	123.6731222126	2.0967428171	1.0681499138	0.0257038483	0.0836144648
CHAC1	40.3905739467	58.4485858867	22.3325620068	0.3820890047	-1.3880193528	0.0242432979	0.0798057863
CHAC2	43.4301132585	56.5506388658	30.3095876513	0.5359725064	-0.8997690978	0.1239384347	0.2697578657
